purchase_id,user_id,amount,timestamp
182,1825,15.95,2025-01-12
183,1825,43.08,2025-01-16
184,1077,44.74,2025-01-21
185,1077,20.6,2025-01-31
186,1077,49.85,2025-01-24
187,1077,5.59,2025-01-30
188,1500,32.12,2025-03-07
189,1500,6.67,2025-03-05
190,3179,38.77,2025-03-24
191,1059,43.63,2025-02-15
192,1059,25.94,2025-02-08
193,1059,17.05,2025-02-14
194,5771,5.26,2025-03-03
195,5771,19.43,2025-03-10
196,5771,5.4,2025-03-02
197,1342,49.32,2025-03-15
198,1342,38.62,2025-03-15
199,1342,33.2,2025-03-18
200,1342,47.1,2025-03-13
201,2729,3.89,2025-02-05
202,2729,21.24,2025-02-02
203,2729,46.01,2025-02-07
204,2729,23.15,2025-01-31
205,2729,42.54,2025-02-06
206,5278,6.0,2025-03-10
207,5278,26.28,2025-03-11
208,5278,44.11,2025-03-09
209,4077,48.91,2025-01-20
210,5939,35.58,2025-03-06
211,5260,9.41,2025-03-21
212,5260,15.94,2025-03-22
213,5260,29.36,2025-03-23
214,5260,12.7,2025-03-22
215,5260,34.11,2025-03-28
216,3177,24.48,2025-03-23
217,3177,45.2,2025-03-24
218,3177,7.23,2025-03-23
219,4980,46.03,2025-01-22
220,4980,38.86,2025-01-27
221,4876,17.77,2025-02-14
222,4876,18.43,2025-02-13
223,3760,12.2,2025-02-18
224,3760,7.48,2025-02-18
225,3760,3.83,2025-02-18
226,3760,47.52,2025-02-13
227,3760,32.72,2025-02-13
228,5951,3.49,2025-01-27
229,5951,39.15,2025-01-27
230,5951,46.94,2025-01-18
231,4518,48.96,2025-03-07
232,4518,4.59,2025-03-04
233,4518,47.72,2025-03-01
234,3757,14.09,2025-03-24
235,3757,6.0,2025-03-22
236,3757,15.14,2025-03-21
237,3757,16.31,2025-03-21
238,4037,27.18,2025-01-30
239,4037,44.86,2025-02-03
240,4037,41.86,2025-01-26
241,4037,44.95,2025-01-25
242,3810,48.23,2025-03-23
243,3810,9.89,2025-03-22
244,3810,47.2,2025-03-23
245,3810,24.81,2025-03-25
246,3582,19.02,2025-01-22
247,3582,20.67,2025-01-25
248,2962,39.58,2025-03-28
249,3959,5.72,2025-03-11
250,3959,29.76,2025-03-18
251,3959,17.53,2025-03-10
252,3959,2.67,2025-03-13
253,3959,46.81,2025-03-15
254,4264,7.44,2025-02-27
255,4264,21.5,2025-03-04
256,4264,36.66,2025-03-02
257,4264,47.27,2025-03-01
258,4100,23.56,2025-01-16
259,4100,6.67,2025-01-15
260,1468,22.16,2025-02-15
261,1468,39.16,2025-02-20
262,3916,12.36,2025-01-17
263,3916,47.7,2025-01-14
264,3916,29.68,2025-01-21
265,3916,19.76,2025-01-11
266,3916,2.77,2025-01-16
267,3705,41.3,2025-03-20
268,3705,35.56,2025-03-13
269,3705,49.94,2025-03-22
270,1820,18.87,2025-02-27
271,1820,22.43,2025-03-01
272,1820,7.43,2025-02-26
273,1820,24.01,2025-02-23
274,1025,28.52,2025-03-19
275,1025,28.04,2025-03-19
276,1025,15.67,2025-03-23
277,4743,15.59,2025-02-01
278,4743,47.01,2025-01-31
279,4743,49.77,2025-01-23
280,4743,6.29,2025-01-23
281,4291,46.75,2025-03-28
282,2137,37.99,2025-01-10
283,1210,6.78,2025-01-18
284,1210,26.15,2025-01-17
285,1210,34.04,2025-01-10
286,1210,12.16,2025-01-16
287,1210,28.47,2025-01-17
288,5930,43.09,2025-02-19
289,2006,48.44,2025-02-10
290,5346,45.57,2025-03-26
291,5346,35.77,2025-03-30
292,5346,2.36,2025-03-26
293,5346,39.54,2025-03-25
294,3289,14.84,2025-03-06
295,3289,14.69,2025-03-12
296,3289,34.31,2025-03-08
297,3289,45.2,2025-03-02
298,3289,3.56,2025-03-08
299,3036,39.93,2025-03-05
300,4018,17.23,2025-03-29
301,4018,48.03,2025-03-22
302,4018,13.6,2025-03-26
303,4018,11.24,2025-03-26
304,4018,20.87,2025-03-30
305,4702,22.59,2025-03-26
306,4892,21.34,2025-01-19
307,4892,26.82,2025-01-22
308,4892,13.08,2025-01-23
309,4892,26.19,2025-01-19
310,5218,42.46,2025-01-23
311,5218,45.99,2025-01-27
312,5218,9.62,2025-01-25
313,5218,11.77,2025-01-22
314,5218,3.22,2025-01-18
315,4384,38.95,2025-03-19
316,2539,31.66,2025-01-23
317,2539,46.18,2025-01-31
318,3639,20.35,2025-03-13
319,1136,32.44,2025-02-14
320,1136,10.94,2025-02-12
321,3950,11.29,2025-02-27
322,3950,36.85,2025-02-26
323,1374,33.63,2025-02-07
324,1374,5.97,2025-02-07
325,1374,32.11,2025-02-05
326,1374,49.26,2025-02-13
327,3666,24.03,2025-03-11
328,4639,7.13,2025-03-03
329,4639,14.57,2025-03-06
330,4639,6.44,2025-03-04
331,4639,42.53,2025-03-09
332,4639,20.75,2025-03-05
333,2913,21.85,2025-02-01
334,2913,48.03,2025-02-08
335,2913,12.08,2025-02-02
336,2913,20.0,2025-02-07
337,5970,45.59,2025-03-29
338,5970,10.62,2025-03-21
339,5970,45.36,2025-03-19
340,4969,31.11,2025-03-29
341,4969,7.62,2025-03-19
342,4969,49.69,2025-03-24
343,4969,49.75,2025-03-26
344,4969,28.22,2025-03-28
345,4278,37.59,2025-02-09
346,4278,11.25,2025-02-02
347,1666,3.1,2025-02-25
348,3853,12.37,2025-02-14
349,3853,7.5,2025-02-17
350,3853,3.41,2025-02-15
351,3853,12.54,2025-02-14
352,3853,14.83,2025-02-14
353,4505,47.75,2025-02-13
354,4505,35.98,2025-02-15
355,4505,16.12,2025-02-20
356,4505,22.92,2025-02-17
357,4900,13.99,2025-03-21
358,4900,34.97,2025-03-21
359,4900,48.16,2025-03-22
360,4900,30.01,2025-03-19
361,1822,9.94,2025-01-14
362,1822,47.77,2025-01-13
363,1822,22.8,2025-01-17
364,1822,22.33,2025-01-17
365,1822,41.15,2025-01-14
366,4152,31.14,2025-02-21
367,4152,11.58,2025-02-26
368,4152,19.94,2025-02-25
369,4152,41.32,2025-03-02
370,4152,10.02,2025-02-27
371,3407,14.14,2025-01-30
372,5973,30.98,2025-01-26
373,5973,47.61,2025-02-01
374,5973,18.9,2025-01-30
375,5973,7.49,2025-01-22
376,2598,39.95,2025-03-04
377,2598,13.77,2025-03-03
378,2598,33.52,2025-03-01
379,2172,39.41,2025-02-18
380,2172,2.45,2025-02-17
381,2172,36.4,2025-02-16
382,5684,29.23,2025-01-17
383,5684,45.13,2025-01-15
384,5133,20.5,2025-01-26
385,5133,12.17,2025-02-03
386,5133,6.93,2025-01-28
387,5133,36.37,2025-01-29
388,5133,5.58,2025-02-04
389,1260,38.29,2025-03-14
390,1260,41.03,2025-03-09
391,1260,11.45,2025-03-07
392,1260,25.93,2025-03-11
393,2047,7.71,2025-03-04
394,2047,10.2,2025-03-05
395,2047,30.37,2025-03-03
396,5079,3.01,2025-01-17
397,5079,32.89,2025-01-08
398,1713,45.75,2025-03-01
399,1713,8.28,2025-03-05
400,1713,3.77,2025-03-07
401,1713,46.06,2025-03-09
402,1713,18.18,2025-03-01
403,3468,24.54,2025-02-09
404,5495,15.17,2025-02-09
405,5495,21.21,2025-02-10
406,5495,39.17,2025-02-13
407,5495,31.38,2025-02-12
408,4824,35.42,2025-03-22
409,4824,25.67,2025-03-25
410,4824,48.41,2025-03-28
411,4824,42.46,2025-03-19
412,2376,3.4,2025-02-16
413,2376,41.61,2025-02-15
414,2376,7.04,2025-02-17
415,2376,43.34,2025-02-20
416,2376,12.85,2025-02-21
417,4655,36.75,2025-01-26
418,1947,49.49,2025-02-10
419,1947,14.46,2025-02-02
420,1947,7.31,2025-02-02
421,4949,14.65,2025-02-13
422,4949,39.99,2025-02-21
423,4949,14.95,2025-02-18
424,5429,30.0,2025-03-15
425,5429,8.05,2025-03-14
426,2973,44.6,2025-01-26
427,2973,32.56,2025-01-23
428,2993,27.31,2025-01-29
429,2733,33.73,2025-02-19
430,2733,17.44,2025-02-16
431,2733,12.83,2025-02-19
432,2733,38.77,2025-02-16
433,2733,18.93,2025-02-13
434,2396,33.05,2025-03-25
435,2396,35.35,2025-03-18
436,1732,4.88,2025-03-11
437,1864,12.36,2025-03-04
438,4562,25.4,2025-01-29
439,4562,12.01,2025-01-31
440,4562,38.55,2025-02-04
441,4562,43.2,2025-02-03
442,1239,33.44,2025-02-01
443,1239,7.06,2025-02-02
444,1239,12.49,2025-01-27
445,2312,48.79,2025-01-10
446,2312,26.64,2025-01-13
447,2312,11.01,2025-01-10
448,3674,9.87,2025-02-12
449,3674,47.66,2025-02-10
450,3674,33.11,2025-02-15
451,4141,44.05,2025-01-20
452,4141,13.54,2025-01-14
453,3296,14.79,2025-01-14
454,3296,33.76,2025-01-19
455,3296,18.88,2025-01-19
456,3296,46.48,2025-01-13
457,2805,22.7,2025-01-19
458,3110,26.1,2025-02-22
459,3110,18.01,2025-02-24
460,4901,19.74,2025-02-07
461,4901,33.12,2025-02-03
462,4901,11.3,2025-02-09
463,4901,21.32,2025-02-06
464,2008,27.41,2025-02-17
465,2008,26.88,2025-02-20
466,2008,34.69,2025-02-14
467,2008,13.94,2025-02-23
468,2008,12.53,2025-02-14
469,2112,29.6,2025-01-02
470,5378,27.53,2025-01-22
471,5378,12.86,2025-01-25
472,5030,20.8,2025-02-10
473,5030,12.54,2025-02-05
474,5030,25.76,2025-02-08
475,5030,39.7,2025-02-06
476,5030,32.56,2025-02-09
477,1740,37.22,2025-03-17
478,1740,10.87,2025-03-14
479,1740,24.87,2025-03-22
480,1740,42.91,2025-03-17
481,1740,10.16,2025-03-16
482,3726,10.98,2025-03-13
483,2833,48.18,2025-02-04
484,2833,24.77,2025-02-12
485,2833,2.99,2025-02-07
486,2833,44.29,2025-02-06
487,5718,38.48,2025-03-16
488,5718,30.5,2025-03-06
489,5920,2.04,2025-03-07
490,5920,24.67,2025-03-01
491,5920,41.3,2025-02-26
492,5920,34.63,2025-03-07
493,1529,27.2,2025-02-24
494,1529,38.23,2025-02-23
495,1529,6.79,2025-02-22
496,3811,25.54,2025-02-18
497,3811,49.5,2025-02-16
498,3811,33.83,2025-02-15
499,4088,24.01,2025-03-05
500,4088,16.44,2025-03-05
501,4088,44.78,2025-03-05
502,4126,7.4,2025-02-03
503,4126,26.92,2025-02-06
504,4126,2.98,2025-02-06
505,4126,43.09,2025-02-02
506,4126,49.71,2025-02-06
507,5603,3.47,2025-01-27
508,5603,37.56,2025-01-29
509,5603,19.24,2025-01-26
510,4579,46.18,2025-01-09
511,2911,7.17,2025-02-20
512,2911,44.09,2025-02-14
513,2911,28.15,2025-02-20
514,2911,49.38,2025-02-17
515,2831,14.72,2025-03-13
516,2831,18.73,2025-03-21
517,2831,20.76,2025-03-16
518,2831,47.36,2025-03-17
519,2831,16.84,2025-03-15
520,3122,26.95,2025-01-19
521,3383,7.89,2025-03-28
522,3383,29.19,2025-03-26
523,3383,15.83,2025-03-24
524,1718,46.5,2025-02-08
525,1912,34.67,2025-01-19
526,1912,48.39,2025-01-20
527,1730,33.88,2025-02-19
528,1730,25.36,2025-02-15
529,1730,40.38,2025-02-12
530,1730,23.78,2025-02-11
531,1730,15.57,2025-02-14
532,3787,4.54,2025-01-13
533,3787,2.23,2025-01-16
534,3787,33.68,2025-01-17
535,3787,4.39,2025-01-12
536,3787,18.8,2025-01-14
537,5851,33.93,2025-03-25
538,5851,9.43,2025-03-25
539,5851,36.22,2025-03-18
540,2541,22.73,2025-03-08
541,2541,15.95,2025-03-06
542,1951,46.77,2025-03-14
543,5692,32.57,2025-01-17
544,5692,21.15,2025-01-13
545,4012,46.16,2025-02-07
546,2043,10.31,2025-03-10
547,2043,34.58,2025-03-12
548,2043,40.6,2025-03-11
549,2043,34.79,2025-03-08
550,2043,13.99,2025-03-09
551,3567,11.57,2025-03-27
552,3567,6.1,2025-03-23
553,3567,46.49,2025-03-28
554,3567,28.19,2025-03-26
555,4114,6.6,2025-01-22
556,4114,23.2,2025-01-24
557,4114,26.17,2025-01-21
558,4114,36.19,2025-01-26
559,5726,22.52,2025-02-23
560,5726,48.14,2025-02-24
561,5726,3.32,2025-02-25
562,5726,3.26,2025-02-26
563,1013,38.27,2025-01-13
564,1013,45.52,2025-01-21
565,1013,29.85,2025-01-15
566,1013,8.1,2025-01-17
567,3546,44.12,2025-01-17
568,3546,38.25,2025-01-08
569,3546,8.03,2025-01-14
570,3546,2.28,2025-01-18
571,3546,24.08,2025-01-16
572,1506,4.62,2025-02-07
573,5833,30.52,2025-03-11
574,5387,25.1,2025-02-21
575,5387,43.48,2025-02-17
576,5387,37.53,2025-02-13
577,2555,35.67,2025-02-26
578,2555,8.91,2025-03-06
579,2555,8.54,2025-03-05
580,2555,32.69,2025-03-08
581,2555,16.43,2025-02-28
582,4179,40.66,2025-01-28
583,4179,35.0,2025-02-06
584,4179,5.21,2025-01-29
585,4470,44.23,2025-02-18
586,4470,6.64,2025-02-17
587,3618,24.73,2025-02-24
588,3618,23.29,2025-03-03
589,3990,16.39,2025-02-21
590,2034,41.36,2025-01-08
591,2034,14.48,2025-01-14
592,2034,34.69,2025-01-15
593,2034,31.61,2025-01-16
594,5257,32.53,2025-02-25
595,5257,8.79,2025-02-25
596,5257,13.54,2025-03-05
597,5257,37.59,2025-03-03
598,5928,24.85,2025-01-27
599,5928,15.88,2025-01-28
600,5928,48.03,2025-01-25
601,5928,19.62,2025-01-31
602,5928,20.77,2025-01-28
603,5839,22.0,2025-03-24
604,2819,3.33,2025-01-11
605,2819,7.76,2025-01-16
606,2819,2.52,2025-01-15
607,2819,3.63,2025-01-13
608,1873,4.04,2025-03-07
609,1873,48.2,2025-03-05
610,1873,44.35,2025-03-07
611,1873,15.28,2025-03-07
612,1873,19.16,2025-03-02
613,4238,18.73,2025-01-20
614,4238,20.74,2025-01-25
615,4238,10.37,2025-01-18
616,4238,18.88,2025-01-19
617,4238,18.28,2025-01-26
618,1075,39.67,2025-03-14
619,1075,16.53,2025-03-20
620,5409,45.97,2025-02-22
621,5409,25.21,2025-03-03
622,5409,31.07,2025-02-28
623,5409,29.64,2025-02-23
624,4773,27.21,2025-01-20
625,4773,35.48,2025-01-12
626,4773,47.84,2025-01-19
627,4773,30.05,2025-01-15
628,4773,5.23,2025-01-16
629,3588,13.11,2025-02-02
630,2185,46.83,2025-02-05
631,3431,38.47,2025-02-07
632,3431,7.05,2025-02-05
633,3431,36.94,2025-02-04
634,3431,38.27,2025-02-08
635,2793,4.96,2025-02-20
636,2793,7.48,2025-02-23
637,2793,23.18,2025-02-20
638,2793,31.1,2025-02-24
639,5094,17.41,2025-01-27
640,4733,8.38,2025-02-04
641,4733,29.53,2025-02-08
642,4733,11.38,2025-02-01
643,4733,22.99,2025-02-05
644,2207,11.65,2025-02-14
645,2207,22.83,2025-02-13
646,2207,40.81,2025-02-19
647,5927,29.93,2025-01-21
648,5927,48.06,2025-01-30
649,3321,3.59,2025-01-21
650,2194,19.25,2025-01-16
651,2194,29.27,2025-01-22
652,1281,10.88,2025-03-16
653,5906,11.12,2025-03-15
654,5906,29.37,2025-03-11
655,5906,26.03,2025-03-15
656,5906,31.68,2025-03-13
657,5906,42.95,2025-03-16
658,3622,22.51,2025-02-19
659,3530,29.31,2025-02-19
660,3530,39.54,2025-02-20
661,3530,6.83,2025-02-22
662,3530,13.06,2025-02-25
663,5115,17.87,2025-02-23
664,5115,41.41,2025-02-18
665,5115,46.26,2025-02-19
666,5115,20.73,2025-02-19
667,5115,5.25,2025-02-20
668,2011,5.58,2025-01-05
669,2011,13.58,2025-01-10
670,3240,25.99,2025-03-13
671,3240,31.68,2025-03-10
672,3240,35.47,2025-03-12
673,3240,29.96,2025-03-05
674,3240,33.35,2025-03-08
675,5701,22.22,2025-02-24
676,4918,44.62,2025-01-20
677,4918,8.68,2025-01-15
678,2767,46.35,2025-03-15
679,2767,45.78,2025-03-20
680,2767,13.3,2025-03-10
681,2767,40.66,2025-03-11
682,2767,45.4,2025-03-19
683,5055,49.08,2025-02-25
684,3387,37.48,2025-03-11
685,3387,44.59,2025-03-03
686,3387,47.43,2025-03-09
687,3387,36.71,2025-03-06
688,4085,25.83,2025-03-10
689,1481,18.8,2025-02-04
690,1481,16.55,2025-02-01
691,3729,46.69,2025-01-23
692,3729,39.12,2025-01-23
693,2250,31.18,2025-02-28
694,2250,34.72,2025-02-26
695,2725,25.13,2025-02-08
696,2843,35.37,2025-03-03
697,2843,35.65,2025-03-03
698,2843,8.6,2025-03-05
699,2843,7.65,2025-03-04
700,1430,18.88,2025-02-17
701,1430,22.94,2025-02-17
702,1430,13.42,2025-02-12
703,1430,30.24,2025-02-13
704,1430,21.82,2025-02-15
705,2466,4.19,2025-02-17
706,2466,43.91,2025-02-08
707,2466,41.0,2025-02-11
708,2466,4.71,2025-02-09
709,2466,10.66,2025-02-15
710,4993,18.77,2025-02-06
711,4209,8.22,2025-02-09
712,4209,24.97,2025-02-11
713,3450,5.68,2025-02-27
714,2304,11.87,2025-03-07
715,2304,45.08,2025-03-04
716,2304,23.28,2025-03-02
717,1176,39.44,2025-03-17
718,1176,43.7,2025-03-16
719,1176,27.28,2025-03-15
720,5488,35.48,2025-03-24
721,5488,7.0,2025-03-27
722,5488,45.21,2025-03-24
723,4213,15.42,2025-01-18
724,4213,45.77,2025-01-14
725,4213,13.06,2025-01-19
726,4213,12.11,2025-01-19
727,4213,36.79,2025-01-16
728,3764,48.93,2025-03-04
729,3764,33.19,2025-03-11
730,4460,3.01,2025-01-02
731,4460,14.96,2025-01-01
732,4460,20.43,2025-01-10
733,4460,4.86,2025-01-02
734,4878,25.77,2025-02-26
735,4878,20.45,2025-02-26
736,4878,12.76,2025-02-20
737,4878,10.84,2025-02-26
738,4878,27.55,2025-02-26
739,4206,27.98,2025-01-17
740,4206,46.98,2025-01-22
741,4206,38.2,2025-01-26
742,4203,40.88,2025-01-05
743,4203,12.38,2025-01-10
744,4203,18.36,2025-01-01
745,1588,43.55,2025-03-01
746,1588,40.75,2025-02-23
747,1588,20.62,2025-03-03
748,1588,15.79,2025-03-05
749,1588,24.24,2025-03-03
750,5324,38.9,2025-03-02
751,5324,9.79,2025-02-25
752,5324,24.42,2025-02-27
753,5324,8.32,2025-02-24
754,5324,15.46,2025-02-21
755,3318,49.93,2025-03-12
756,3318,16.19,2025-03-19
757,3318,20.93,2025-03-20
758,3313,19.35,2025-03-23
759,3313,14.01,2025-03-29
760,3313,40.88,2025-03-29
761,3313,2.58,2025-03-28
762,3313,29.28,2025-03-23
763,5489,42.67,2025-02-15
764,5489,24.2,2025-02-18
765,5489,2.42,2025-02-18
766,4225,25.04,2025-02-02
767,1797,21.6,2025-03-13
768,1797,47.05,2025-03-19
769,1797,45.05,2025-03-14
770,1797,17.06,2025-03-18
771,1797,23.13,2025-03-11
772,2072,14.45,2025-02-04
773,2072,8.1,2025-02-07
774,2072,10.37,2025-02-10
775,3649,4.37,2025-01-28
776,3649,33.41,2025-01-19
777,3649,34.84,2025-01-20
778,3649,29.82,2025-01-25
779,3649,28.55,2025-01-18
780,5754,47.67,2025-01-27
781,5754,48.8,2025-01-31
782,1443,42.55,2025-03-26
783,3490,36.47,2025-03-26
784,3490,13.26,2025-03-27
785,3490,5.71,2025-03-19
786,4748,26.52,2025-02-04
787,4748,11.78,2025-02-06
788,4748,19.82,2025-02-12
789,4748,21.96,2025-02-13
790,2340,8.86,2025-01-17
791,2340,31.12,2025-01-18
792,2340,18.07,2025-01-18
793,2340,45.06,2025-01-19
794,5728,47.23,2025-01-11
795,5728,31.84,2025-01-08
796,5728,19.67,2025-01-06
797,2126,45.76,2025-01-28
798,2126,7.09,2025-01-26
799,2126,40.78,2025-01-29
800,4619,39.6,2025-01-11
801,4619,47.11,2025-01-08
802,4619,41.86,2025-01-09
803,4619,33.53,2025-01-03
804,4619,20.28,2025-01-05
805,4952,48.0,2025-03-03
806,3384,26.16,2025-02-26
807,3384,32.25,2025-02-26
808,2186,37.18,2025-02-28
809,2186,40.3,2025-02-28
810,2186,24.66,2025-03-01
811,2186,26.97,2025-02-28
812,2718,11.35,2025-02-18
813,2718,16.06,2025-02-23
814,2718,17.77,2025-02-17
815,2786,23.87,2025-01-12
816,2786,35.26,2025-01-10
817,2786,37.16,2025-01-16
818,2602,5.82,2025-03-25
819,2602,26.26,2025-03-28
820,2602,33.35,2025-03-25
821,2602,13.05,2025-03-29
822,1074,29.32,2025-01-25
823,1074,46.42,2025-01-24
824,1074,39.26,2025-01-25
825,1074,34.35,2025-01-28
826,3967,14.48,2025-01-18
827,3967,18.39,2025-01-13
828,5715,21.6,2025-01-07
829,1835,29.64,2025-03-21
830,1835,44.3,2025-03-29
831,1835,45.18,2025-03-22
832,1835,2.73,2025-03-26
833,1835,22.08,2025-03-20
834,2209,37.65,2025-02-05
835,2209,43.72,2025-01-31
836,2209,3.14,2025-02-04
837,2209,49.51,2025-01-31
838,2209,26.71,2025-01-31
839,4084,45.39,2025-02-04
840,4084,8.11,2025-02-03
841,4084,13.58,2025-02-06
842,4084,7.7,2025-02-02
843,4084,30.38,2025-02-03
844,4498,49.71,2025-01-18
845,4498,5.53,2025-01-17
846,4498,47.59,2025-01-22
847,4498,32.27,2025-01-23
848,4498,15.88,2025-01-23
849,2378,37.2,2025-01-09
850,2378,45.97,2025-01-16
851,2378,6.01,2025-01-15
852,2378,30.48,2025-01-07
853,1461,33.16,2025-01-11
854,1461,17.37,2025-01-07
855,1461,26.41,2025-01-03
856,1786,47.34,2025-03-13
857,1786,13.14,2025-03-10
858,1786,18.36,2025-03-16
859,1786,26.84,2025-03-18
860,1786,29.82,2025-03-17
861,3912,17.48,2025-01-09
862,3912,38.34,2025-01-10
863,3912,4.0,2025-01-07
864,3912,22.66,2025-01-08
865,4881,44.21,2025-03-24
866,4881,6.76,2025-03-20
867,4881,9.94,2025-03-19
868,2471,25.35,2025-02-15
869,2471,44.49,2025-02-14
870,2471,47.07,2025-02-15
871,1429,38.16,2025-03-02
872,1429,33.98,2025-02-24
