user_id,reg_date,country,device,channel
1348,2025-02-08,USA,iOS,Google Search
1349,2025-01-14,UK,Android,Organic
1350,2025-01-18,Poland,Android,Organic
1351,2025-02-03,UK,Android,TikTok
1352,2025-01-15,UK,Android,Facebook Ads
1353,2025-01-14,UK,iOS,Organic
1354,2025-03-12,Poland,iOS,Organic
1355,2025-01-20,USA,Android,Google Search
1356,2025-02-04,USA,iOS,Facebook Ads
1357,2025-02-06,USA,Android,TikTok
1358,2025-03-19,UK,Android,Organic
1359,2025-01-27,Germany,Android,Google Search
1360,2025-02-13,Germany,iOS,Organic
1361,2025-01-27,Ukraine,Android,Facebook Ads
1362,2025-02-03,Germany,Android,Organic
1363,2025-03-06,UK,Android,Organic
1364,2025-03-04,USA,Android,Organic
1365,2025-02-02,Germany,iOS,TikTok
1366,2025-01-07,Poland,Android,Organic
1367,2025-01-12,Poland,Android,Google Search
1368,2025-02-24,USA,iOS,Organic
1369,2025-02-05,Germany,iOS,Facebook Ads
1370,2025-01-06,UK,iOS,Google Search
1371,2025-01-01,UK,iOS,Google Search
1372,2025-02-12,Germany,iOS,Google Search
1373,2025-01-17,Ukraine,Android,Organic
1374,2025-02-03,Ukraine,iOS,Google Search
1375,2025-01-21,Poland,iOS,Organic
1376,2025-02-26,USA,Android,Organic
1377,2025-03-12,Poland,iOS,Google Search
1378,2025-02-24,USA,Android,Organic
1379,2025-03-13,USA,iOS,Facebook Ads
1380,2025-01-02,USA,iOS,Facebook Ads
1381,2025-01-15,USA,Android,Organic
1382,2025-01-10,UK,Android,Facebook Ads
1383,2025-01-20,Germany,Android,Facebook Ads
1384,2025-03-11,USA,Android,Organic
1385,2025-01-05,Germany,Android,Organic
1386,2025-02-17,USA,iOS,Google Search
1387,2025-03-16,UK,iOS,TikTok
1388,2025-03-12,UK,Android,Organic
1389,2025-01-19,Germany,Android,Organic
1390,2025-02-25,Germany,Android,Facebook Ads
1391,2025-01-17,Poland,Android,Organic
1392,2025-01-06,Poland,iOS,Organic
1393,2025-02-09,Ukraine,Android,Organic
1394,2025-02-16,Poland,iOS,Organic
1395,2025-01-06,Poland,Android,Google Search
1396,2025-02-15,USA,Android,Facebook Ads
1397,2025-01-27,Ukraine,Android,Google Search
1398,2025-02-01,Poland,Android,Google Search
1399,2025-01-14,Poland,Android,Organic
1400,2025-02-15,Germany,iOS,Facebook Ads
1401,2025-03-13,Ukraine,Android,TikTok
1402,2025-02-22,Ukraine,Android,TikTok
1403,2025-03-21,Ukraine,Android,Facebook Ads
1404,2025-01-20,Germany,iOS,Google Search
1405,2025-01-31,UK,Android,Organic
1406,2025-01-21,Ukraine,iOS,TikTok
1407,2025-01-23,Ukraine,iOS,Google Search
1408,2025-02-22,Germany,Android,Google Search
1409,2025-01-04,UK,iOS,Organic
1410,2025-01-23,Ukraine,iOS,Organic
1411,2025-02-12,Ukraine,Android,Facebook Ads
1412,2025-02-22,USA,Android,Organic
1413,2025-02-01,UK,Android,Facebook Ads
1414,2025-02-04,Poland,Android,Facebook Ads
1415,2025-01-21,Ukraine,Android,Google Search
1416,2025-01-14,Germany,iOS,Google Search
1417,2025-02-18,USA,iOS,Google Search
1418,2025-01-05,Poland,Android,Google Search
1419,2025-03-02,Poland,Android,Google Search
1420,2025-01-29,USA,Android,Facebook Ads
1421,2025-01-26,Germany,Android,Google Search
1422,2025-02-28,Poland,iOS,TikTok
1423,2025-02-14,Poland,Android,Google Search
1424,2025-02-09,UK,iOS,Google Search
1425,2025-01-30,Poland,Android,Organic
1426,2025-01-29,Ukraine,Android,TikTok
1427,2025-01-04,Ukraine,Android,Facebook Ads
1428,2025-01-25,USA,iOS,Organic
1429,2025-02-21,USA,iOS,Organic
1430,2025-02-12,Germany,iOS,Organic
1431,2025-02-05,Germany,Android,Facebook Ads
1432,2025-01-09,UK,Android,Organic
1433,2025-02-05,USA,iOS,Facebook Ads
1434,2025-02-14,UK,iOS,Organic
1435,2025-03-07,Germany,Android,Organic
1436,2025-02-21,Poland,iOS,Facebook Ads
1437,2025-03-10,UK,Android,Organic
1438,2025-02-12,Poland,Android,Facebook Ads
1439,2025-01-04,UK,iOS,Organic
1440,2025-01-15,UK,iOS,Google Search
1441,2025-02-03,Germany,Android,Facebook Ads
1442,2025-01-23,UK,iOS,Facebook Ads
1443,2025-03-16,Germany,iOS,TikTok
1444,2025-02-03,UK,Android,Facebook Ads
1445,2025-01-05,UK,Android,Facebook Ads
1446,2025-01-14,USA,Android,Google Search
1447,2025-03-18,USA,Android,Organic
1448,2025-02-25,Germany,iOS,Organic
1449,2025-02-14,UK,iOS,Facebook Ads
1450,2025-02-10,Poland,Android,Facebook Ads
1451,2025-02-25,Ukraine,Android,Facebook Ads
1452,2025-03-19,Germany,Android,Facebook Ads
1453,2025-03-07,USA,Android,Google Search
1454,2025-01-15,USA,iOS,Organic
1455,2025-02-19,Germany,Android,Facebook Ads
1456,2025-03-15,USA,iOS,Google Search
1457,2025-01-25,Poland,Android,Google Search
1458,2025-02-02,USA,iOS,TikTok
1459,2025-01-06,Ukraine,iOS,TikTok
1460,2025-02-25,Ukraine,iOS,Organic
1461,2025-01-01,UK,Android,Facebook Ads
1462,2025-03-08,Poland,Android,Facebook Ads
1463,2025-03-10,USA,Android,Google Search
1464,2025-01-26,USA,Android,Facebook Ads
1465,2025-02-16,Germany,iOS,Organic
1466,2025-02-25,UK,iOS,Organic
1467,2025-01-09,Ukraine,Android,Organic
1468,2025-02-12,Germany,iOS,Organic
1469,2025-03-21,Germany,Android,Google Search
1470,2025-02-10,USA,iOS,Organic
1471,2025-01-16,Ukraine,Android,Google Search
1472,2025-02-08,Germany,iOS,Facebook Ads
1473,2025-03-06,USA,Android,Organic
1474,2025-02-09,UK,Android,Facebook Ads
1475,2025-02-22,Poland,Android,Google Search
1476,2025-02-11,Ukraine,iOS,Google Search
1477,2025-02-21,UK,Android,Organic
1478,2025-02-07,USA,Android,Organic
1479,2025-03-12,Poland,Android,Google Search
1480,2025-01-17,Germany,Android,Organic
1481,2025-01-25,UK,Android,Facebook Ads
1482,2025-02-23,Germany,Android,Google Search
1483,2025-02-18,Germany,Android,Organic
1484,2025-01-23,Poland,Android,Organic
1485,2025-03-20,Poland,Android,TikTok
1486,2025-03-14,Germany,iOS,Facebook Ads
1487,2025-02-08,Germany,iOS,Organic
1488,2025-02-21,Poland,Android,Organic
1489,2025-03-12,USA,Android,TikTok
1490,2025-01-01,Ukraine,Android,Facebook Ads
1491,2025-02-08,Germany,Android,Organic
1492,2025-02-06,Poland,iOS,Organic
1493,2025-01-27,UK,iOS,Facebook Ads
1494,2025-02-25,UK,Android,Google Search
1495,2025-03-16,USA,iOS,Google Search
1496,2025-03-19,USA,Android,Organic
1497,2025-02-11,UK,iOS,Organic
1498,2025-03-01,USA,Android,Organic
1499,2025-02-26,Germany,Android,Organic
1500,2025-02-26,Poland,Android,Organic
1501,2025-01-28,Ukraine,Android,Facebook Ads
1502,2025-03-07,Poland,iOS,Facebook Ads
1503,2025-03-02,Poland,Android,Google Search
1504,2025-01-22,USA,Android,Google Search
1505,2025-01-11,Ukraine,iOS,Facebook Ads
1506,2025-02-06,Germany,Android,Organic
1507,2025-03-07,UK,Android,Google Search
1508,2025-03-21,Germany,Android,Facebook Ads
1509,2025-02-12,USA,Android,Google Search
1510,2025-01-12,UK,Android,Facebook Ads
1511,2025-01-31,Germany,Android,TikTok
1512,2025-02-09,Poland,Android,Organic
1513,2025-01-29,USA,Android,Organic
1514,2025-01-26,Ukraine,iOS,Facebook Ads
1515,2025-01-19,Poland,iOS,Organic
1516,2025-01-04,Ukraine,iOS,Organic
1517,2025-01-06,UK,Android,Organic
1518,2025-02-01,Ukraine,Android,Facebook Ads
1519,2025-03-02,Poland,iOS,Organic
1520,2025-03-20,Ukraine,Android,Organic
1521,2025-01-10,USA,iOS,Organic
1522,2025-02-28,USA,Android,Organic
1523,2025-02-23,Poland,Android,Google Search
1524,2025-03-22,Germany,Android,Organic
1525,2025-03-15,Ukraine,Android,Facebook Ads
1526,2025-01-25,Poland,Android,Organic
1527,2025-02-19,Ukraine,iOS,Facebook Ads
1528,2025-03-05,Poland,iOS,Google Search
1529,2025-02-21,Ukraine,Android,Facebook Ads
1530,2025-02-01,Germany,Android,Organic
1531,2025-01-19,Poland,Android,Facebook Ads
1532,2025-01-01,USA,Android,Organic
1533,2025-01-14,Germany,Android,Organic
1534,2025-02-24,USA,Android,Facebook Ads
1535,2025-01-29,Germany,Android,Facebook Ads
1536,2025-01-23,USA,Android,Facebook Ads
1537,2025-03-08,Germany,iOS,Organic
1538,2025-03-01,Ukraine,Android,Organic
1539,2025-01-07,USA,iOS,Google Search
1540,2025-03-13,Ukraine,Android,Facebook Ads
1541,2025-02-01,Poland,Android,Organic
1542,2025-01-16,Ukraine,iOS,Organic
1543,2025-02-28,USA,Android,Organic
1544,2025-01-18,Germany,Android,Organic
1545,2025-03-01,Ukraine,iOS,Facebook Ads
1546,2025-03-09,UK,iOS,Facebook Ads
1547,2025-03-13,Germany,Android,Facebook Ads
1548,2025-03-18,Poland,Android,Facebook Ads
1549,2025-02-10,Poland,Android,Facebook Ads
1550,2025-02-26,USA,Android,Facebook Ads
1551,2025-03-20,Germany,Android,Google Search
1552,2025-03-06,Ukraine,Android,TikTok
1553,2025-02-24,Ukraine,Android,Organic
1554,2025-03-12,Poland,Android,Organic
1555,2025-02-27,Germany,Android,Organic
1556,2025-01-21,Germany,iOS,Facebook Ads
1557,2025-03-02,Poland,iOS,Organic
1558,2025-02-27,Ukraine,Android,Facebook Ads
1559,2025-02-03,Poland,Android,Organic
1560,2025-02-01,Germany,Android,Google Search
1561,2025-02-05,Ukraine,iOS,TikTok
1562,2025-03-08,UK,iOS,Facebook Ads
1563,2025-03-04,Poland,iOS,Facebook Ads
1564,2025-03-22,Germany,iOS,TikTok
1565,2025-01-31,Germany,Android,Facebook Ads
1566,2025-02-05,USA,iOS,Organic
1567,2025-02-26,USA,Android,Organic
1568,2025-01-10,Poland,Android,Organic
1569,2025-02-06,Ukraine,iOS,TikTok
1570,2025-01-31,UK,Android,TikTok
1571,2025-02-04,UK,Android,Facebook Ads
1572,2025-02-12,Ukraine,iOS,Organic
1573,2025-02-10,USA,Android,Organic
1574,2025-03-11,Germany,Android,Organic
1575,2025-01-11,USA,Android,Facebook Ads
1576,2025-01-18,Poland,iOS,Organic
1577,2025-01-20,USA,Android,TikTok
1578,2025-01-30,Ukraine,Android,TikTok
1579,2025-02-19,Poland,iOS,Google Search
1580,2025-01-20,Ukraine,Android,Facebook Ads
1581,2025-01-28,Poland,Android,Google Search
1582,2025-01-09,Germany,Android,Organic
1583,2025-02-23,USA,iOS,Organic
1584,2025-02-22,Ukraine,Android,Google Search
1585,2025-02-12,Poland,iOS,Facebook Ads
1586,2025-03-11,USA,iOS,Google Search
1587,2025-03-01,UK,iOS,Google Search
1588,2025-02-23,Ukraine,iOS,TikTok
1589,2025-01-08,Germany,iOS,Organic
1590,2025-01-27,Poland,iOS,Google Search
1591,2025-02-23,Ukraine,Android,Organic
1592,2025-02-19,Ukraine,iOS,Facebook Ads
1593,2025-03-16,UK,iOS,TikTok
1594,2025-01-03,Germany,Android,Google Search
1595,2025-03-15,UK,Android,Google Search
1596,2025-02-18,Poland,Android,Google Search
1597,2025-03-03,USA,iOS,Organic
1598,2025-01-01,Ukraine,iOS,Organic
1599,2025-02-15,Poland,iOS,Organic
1600,2025-02-08,Poland,iOS,Facebook Ads
1601,2025-02-19,Germany,iOS,Google Search
1602,2025-02-23,Ukraine,iOS,Facebook Ads
1603,2025-03-10,UK,iOS,Organic
1604,2025-03-11,USA,iOS,Facebook Ads
1605,2025-03-19,Ukraine,Android,Organic
1606,2025-01-29,Ukraine,iOS,Organic
1607,2025-03-04,USA,iOS,Organic
1608,2025-01-29,Poland,Android,Google Search
1609,2025-02-04,UK,Android,Google Search
1610,2025-02-25,Ukraine,iOS,Facebook Ads
